otu	sim	del	ins	mis	len	score	hit
249	denovo8122	72.88	15	15	53	306	335.5	I4_FN561562;I3_FN561561
250	denovo11145	72.55	11	14	59	306	335.5	I2_FN561560
251	denovo5497	73.87	12	14	49	287	336	B17_AY258470
252	denovo2826	71.38	18	16	53	304	336	F114_AJ291525
253	denovo2586	76.8	12	16	43	306	336	I1_FN561559
254	denovo9564	75.27	16	12	42	283	336.5	C33.1_AY258498
255	denovo318	72.47	20	18	41	287	336.5	G3.1_KC597688
256	denovo2858	74.51	15	16	47	306	336.5	I4_FN561562
257	denovo9940	71.9	16	16	54	306	336.5	I1_FN561559
258	denovo4623	70.59	17	10	63	306	336.5	I1_FN561559
259	denovo12049	70.8	15	10	48	250	337	A11_EU449041
260	denovo8541	72.47	18	14	47	287	337	G100_AB253788
261	denovo3053	74.84	9	16	52	306	337	I4_FN561562;I3_FN561561
262	denovo11915	73.87	13	16	46	287	337.5	G100_AB253788;G3.3_LK392377
263	denovo1035	75.17	15	14	44	294	337.5	F5.1a_AM748591;F5.1b_AJ291535
264	denovo11456	74.51	18	14	46	306	337.5	I4_FN561562;I3_FN561561
265	denovo12098	76.14	8	16	49	306	337.5	I4_FN561562;I3_FN561561
266	denovo4598	75.71	10	17	41	280	338	F4.2a_AM748575
267	denovo10720	78.43	10	21	35	306	338	I2_FN561560
268	denovo6643	74.18	17	17	45	306	338	I3_FN561561
269	denovo6242	72.22	9	16	60	306	338	I1_FN561559
270	denovo8034	71.81	14	17	75	376	338	D1.2_AM748617
271	denovo5080	83.27	13	25	57	568	338	C1_JN558041
272	denovo8627	69.69	20	11	56	287	338.5	E108_EU074912
273	denovo6510	80.46	8	33	70	568	338.5	C1_JN558041
274	denovo5501	71.37	22	13	38	255	339	A112_AF184949
275	denovo2141	73.53	20	13	48	306	339	I4_FN561562;I1_FN561559;I3_FN561561
276	denovo11714	75.35	11	14	46	288	339.5	B14_AY239362
277	denovo11961	73.86	10	15	55	306	339.5	I2_FN561560
278	denovo8614	71.24	17	11	60	306	339.5	I2_FN561560
279	denovo766	72.55	10	14	60	306	339.5	I2_FN561560
280	denovo4719	71.24	11	15	62	306	339.5	I2_FN561560
281	denovo2077	69.93	18	10	64	306	339.5	I1_FN561559
282	denovo3709	74.91	22	13	36	283	340	C34_AY258499
283	denovo11568	77	10	15	41	287	340	E100_DQ011618
284	denovo8124	71.91	15	17	52	299	340	F3.2a_AM748568
285	denovo2347	70.72	13	10	66	304	340	F3.1a_AM748566
286	denovo3405	70.72	13	10	66	304	340	F3.1a_AM748566
287	denovo9383	68.95	21	13	61	306	340	I1_FN561559
288	denovo3842	68.95	18	13	64	306	340	I3_FN561561
289	denovo5602	67.89	15	13	68	299	340.5	F3.2a_AM748568
290	denovo3663	73.2	10	15	57	306	340.5	I3_FN561561
291	denovo3527	69.28	20	13	61	306	340.5	I1_FN561559
292	denovo4730	76.95	8	14	46	295	341	F3.4a_AM748571
293	denovo3889	70.57	20	12	56	299	341	F3.2_AM748567
294	denovo5144	74.18	8	14	57	306	341	I1_FN561559
295	denovo736	72.91	17	10	41	251	341.5	A145_EU074935
296	denovo5323	69.53	13	11	54	256	341.5	A117_AF201746
297	denovo9816	72.66	10	11	58	289	341.5	B37_GU907650
298	denovo9815	76.53	11	18	40	294	341.5	F5.1b_AJ291535
299	denovo7887	71.04	17	18	51	297	341.5	B1.IV_Green2014
300	denovo2161	67.97	19	13	66	306	341.5	I2_FN561560
301	denovo9196	72.27	21	13	37	256	342	A136_DQ865210
302	denovo9480	71.43	17	19	46	287	342.5	G3.1_KC597688
303	denovo2185	73.96	10	16	49	288	342.5	B14_AY239362
304	denovo131	70.14	18	17	51	288	342.5	B6_AF499783
305	denovo147	71.24	17	15	56	306	342.5	I3_FN561561
306	denovo11266	71.24	16	14	58	306	342.5	I4_FN561562;I3_FN561561
307	denovo10692	75.69	9	9	44	255	343	A112_AF184949
308	denovo1429	69.72	19	14	53	284	343	B23_EU449079
309	denovo2814	72.54	13	7	58	284	343	F110_AJ291526
310	denovo11352	69.23	20	12	60	299	343	F3.2a_AM748568
311	denovo1239	72.7	16	17	50	304	343	F114_AJ291525
312	denovo3390	76.8	13	13	45	306	343	I3_FN561561
313	denovo5596	77.17	11	24	49	368	343	D1.1_AM748564
314	denovo2279	83.27	13	29	53	568	343	C1_JN558041
315	denovo5231	80.46	7	34	70	568	343	C1_JN558041
316	denovo1632	73.85	10	17	47	283	343.5	C33.1_AY258498
317	denovo4444	74.91	15	17	40	287	343.5	G3_AM748600
318	denovo4793	77.78	13	15	40	306	343.5	I1_FN561559
319	denovo4325	72.55	11	13	60	306	343.5	I2_FN561560;I4_FN561562
320	denovo2585	75.18	7	15	48	282	344	F4.4_AM748582
321	denovo11789	74.56	25	15	32	283	344	F4.7_AM748587
322	denovo8509	72.08	10	14	55	283	344	C37_AY258481
323	denovo851	78.98	10	18	34	295	344	F3.4_AM748570
324	denovo1104	73.68	19	18	43	304	344	F114_AJ291525
325	denovo8789	73.36	10	13	58	304	344	F114_AJ291525
326	denovo6778	72.88	18	16	49	306	344	I1_FN561559
327	denovo10225	71.9	17	14	55	306	344	I4_FN561562;I3_FN561561
328	denovo10037	68.95	19	14	62	306	344	I4_FN561562
329	denovo7255	69.8	22	10	45	255	344.5	A113_AF184948
330	denovo436	74.01	14	16	49	304	344.5	F114_AJ291525
331	denovo6554	74.01	14	16	49	304	344.5	F114_AJ291525
332	denovo491	71.9	13	12	61	306	344.5	I1_FN561559
333	denovo1741	70.59	16	13	61	306	344.5	I1_FN561559
334	denovo2788	71.37	14	8	51	255	345	A113_AF184948
335	denovo11803	74.82	9	12	50	282	345	F4.4_AM748582
336	denovo11803	74.82	8	13	50	282	345	F4.3a_AM748579
337	denovo1328	75.62	11	16	42	283	345	C33.1_AY258498
338	denovo5399	70.77	15	12	56	284	345	B23_EU449079
339	denovo7252	76.53	10	15	44	294	345	F5.2g_JN558072
340	denovo3027	69.06	14	8	64	278	345.5	B119_EU099825
341	denovo8192	68.29	13	16	62	287	345.5	B1d_GU907633;B32_GU907647
342	denovo3547	69.28	16	16	62	306	345.5	I1_FN561559
343	denovo8066	80.17	19	29	67	580	345.5	H6_AJ291520
344	denovo10076	74.56	20	12	40	283	346	C34_AY258499
345	denovo5184	75.7	8	15	46	284	346	F4.5_AM748585
346	denovo3818	71.91	15	14	55	299	346	F3.2a_AM748568
347	denovo12010	76.8	9	16	46	306	346	I1_FN561559
348	denovo8103	74.84	15	15	47	306	346	I1_FN561559
349	denovo8103	68.95	13	17	65	306	346	I2_FN561560
350	denovo8649	82.39	12	32	56	568	346	C1_JN558041
351	denovo6588	70.42	18	13	53	284	346.5	B30_GU907644
352	denovo4148	72.13	12	16	52	287	346.5	G3_AM748600
353	denovo990	68.99	12	15	62	287	346.5	B17_AY258470
354	denovo2069	78.1	9	16	42	306	346.5	I1_FN561559
355	denovo10448	73.2	14	15	53	306	346.5	I4_FN561562
356	denovo4998	68.63	16	17	63	306	346.5	I2_FN561560
357	denovo2309	82.57	11	31	57	568	346.5	C1_JN558041
358	denovo4249	71.76	24	11	37	255	347	A112_AF184949
359	denovo5473	70.77	13	17	53	284	347	F110_AJ291526
360	denovo9176	73.17	18	15	44	287	347	G3.4_LK392378
361	denovo7800	76.53	13	18	38	294	347	F5.2g_JN558072
362	denovo6668	73.68	14	16	50	304	347	F114_AJ291525
363	denovo10669	78.76	11	19	35	306	347	I2_FN561560
364	denovo554	81.34	17	28	61	568	347	C1_JN558041
365	denovo461	80.17	19	29	67	580	347	H6_AJ291520
366	denovo533	68.9	13	15	65	299	347.5	F3.2a_AM748568
367	denovo882	72.88	14	15	54	306	347.5	I4_FN561562;I3_FN561561
368	denovo7891	72.47	19	13	47	287	348	G3.4_LK392378
369	denovo6151	72.82	14	15	49	287	348	G3_AM748600
370	denovo8540	71.08	15	16	52	287	348	G100_AB253788
371	denovo2411	72.55	16	15	53	306	348	I4_FN561562;I3_FN561561
372	denovo11675	74.18	12	8	59	306	348	I1_FN561559
373	denovo4181	76.1	8	11	41	251	348.5	A154_EU074860
374	denovo11897	73.54	14	15	39	257	348.5	A133_DQ174725
375	denovo10892	73.24	19	16	41	284	348.5	F109_AJ291527
376	denovo10892	72.89	19	14	44	284	348.5	F4.8_AM748588
377	denovo4357	72.54	11	12	55	284	348.5	F110_AJ291526
378	denovo6052	72.03	21	12	47	286	348.5	G3.3_LK392377
379	denovo1042	77.55	14	17	35	294	348.5	F5.1a_AM748591
380	denovo585	75.16	11	15	50	306	348.5	I1_FN561559
381	denovo4852	74.12	11	16	39	255	349	A105_AB207202
382	denovo4029	74.91	17	13	42	287	349	G3.4_LK392378
383	denovo3033	69.69	17	12	58	287	349	G3_AM748600
384	denovo11918	73.81	16	13	48	294	349	F5.1b_AJ291535
385	denovo3033	75.82	22	11	41	306	349	I1_FN561559
386	denovo9626	70.92	22	13	54	306	349	I1_FN561559
387	denovo7467	75.7	14	33	91	568	349	C1_JN558041
388	denovo11995	70.7	18	9	48	256	349.5	A136_DQ865210
389	denovo10575	74.11	10	12	51	282	349.5	F4.4_AM748582
390	denovo1529	70.49	16	17	57	305	349.5	I1_FN561559
391	denovo7002	75.82	12	10	52	306	349.5	I1_FN561559
392	denovo4263	74.1	19	10	36	251	350	A141_EU074931;A116_AF183575;A145_EU074935
393	denovo3436	74.1	17	12	36	251	350	A139_EU074962;A143_EU074933
394	denovo9259	74.01	14	16	49	304	350	F114_AJ291525
395	denovo7917	79.41	7	13	43	306	350	I2_FN561560
396	denovo2907	69.28	20	15	59	306	350	I1_FN561559
397	denovo11601	72.11	21	8	41	251	350.5	A154_EU074860
398	denovo4341	79.35	5	22	49	368	350.5	D1.1_AM748564
399	denovo11766	75	18	20	56	376	350.5	D1.2_AM748617
400	denovo8219	73.33	19	13	36	255	351	A110_AB190282
401	denovo8219	76.53	13	15	41	294	351	F5.1a_AM748591
402	denovo2338	74.58	17	19	39	295	351	F3.3_AM748569
403	denovo11009	74.92	16	18	40	295	351	F3.3_AM748569
404	denovo7594	70.57	13	18	57	299	351	F3.2a_AM748568
405	denovo7078	73.86	13	17	50	306	351	I1_FN561559
406	denovo11220	85.21	9	31	44	568	351	C1_JN558041
407	denovo9338	78.49	11	10	33	251	351.5	A154_EU074860
408	denovo9417	70.12	21	12	42	251	351.5	A139_EU074962
409	denovo4808	74.12	17	9	40	255	351.5	A12_EU792883
410	denovo9889	72.16	13	12	46	255	351.5	A113_AF184948
411	denovo6149	74.3	18	12	43	284	351.5	B23_EU449079
412	denovo2180	75.25	19	12	42	295	351.5	F3.4a_AM748571
413	denovo10067	76.95	7	17	44	295	351.5	F3.4_AM748570
414	denovo5643	71.91	18	15	51	299	351.5	F3.2a_AM748568;F3.2_AM748567
415	denovo4088	70.16	12	14	65	305	351.5	I1_FN561559
416	denovo11767	78.1	11	15	41	306	351.5	I1_FN561559
417	denovo268	77.17	12	18	54	368	351.5	D1.1_AM748564
418	denovo8648	72.91	20	8	40	251	352	A154_EU074860
419	denovo1	75.62	19	13	37	283	352	C34_AY258499
420	denovo5723	73.24	14	14	52	299	352	F3.2a_AM748568
421	denovo7144	70.07	19	11	61	304	352	F3.1_AM748565;F114_AJ291525
422	denovo3671	73.86	22	17	41	306	352	I4_FN561562
423	denovo8150	74.84	13	16	48	306	352	I4_FN561562
424	denovo1517	73.31	17	10	40	251	352.5	A154_EU074860
425	denovo7993	69.41	13	14	66	304	352.5	F3.1a_AM748566
426	denovo11144	78.1	10	15	42	306	352.5	I1_FN561559
